CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,ComplainRecieved,CustomerStatus,warehousetohomerange,TenureRange,cashbackamountrange
50603,0,0,Computer,1,11,"Debit Card",Male,3,3,"Mobile Phone",2,Single,2,0,15,1,1,0,111,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50604,0,27,Phone,1,23,"Cash on Delivery",Female,2,3,Fashion,3,Divorced,9,0,11,1,1,8,207,No,Stayed,"Moderate distance","more than 2 years","High Cashback Amount"
50605,0,8,Phone,1,31,"Credit Card",Female,2,3,Fashion,3,Married,2,1,11,2,10,1,204,Yes,Stayed,"Far distance","1 Year","High Cashback Amount"
50609,0,0,Phone,1,8,"Credit Card",Male,2,1,"Laptop & Accessory",2,Divorced,2,0,12,1,1,3,155,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50611,0,21,Phone,1,12,"Debit Card",Male,3,4,"Laptop & Accessory",3,Single,3,0,13,0,2,2,142,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50613,0,14,Phone,1,13,"Credit Card",Female,2,3,"Laptop & Accessory",3,Single,7,0,14,1,2,1,150,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50615,0,0,Phone,1,8,"Debit Card",Female,2,3,"Laptop & Accessory",2,Divorced,1,0,18,0,2,2,142,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50616,0,8,Phone,1,16,UPI,Male,2,3,"Mobile Phone",2,Married,2,0,20,1,1,2,139,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50620,1,0,Phone,1,17,"Credit Card",Female,3,5,"Laptop & Accessory",4,Divorced,6,0,15,1,1,0,148,No,Churned,"Close distance","6 Months","Moderate Cashback Amount"
50621,0,28,Computer,1,24,"Credit Card",Male,3,3,"Laptop & Accessory",4,Divorced,4,1,14,6,6,7,164,Yes,Stayed,"Moderate distance","more than 2 years","Moderate Cashback Amount"
50623,0,11,Phone,3,9,"Debit Card",Male,2,3,"Laptop & Accessory",2,Single,9,1,12,1,1,0,169,Yes,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50624,1,0,Computer,3,35,"Credit Card",Male,3,5,"Laptop & Accessory",5,Single,9,0,18,0,2,2,150,No,Churned,"Far distance","6 Months","Moderate Cashback Amount"
50627,0,23,Computer,3,6,"Debit Card",Female,3,3,"Laptop & Accessory",3,Divorced,1,0,12,1,1,13,163,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50628,1,0,Phone,1,22,"Debit Card",Female,2.9475,1,"Mobile Phone",5,Single,2,0,16,15,15,14,127,No,Churned,"Moderate distance","6 Months","Moderate Cashback Amount"
50629,0,12,Computer,1,28,"Credit Card",Female,2,3,Fashion,5,Single,2,1,13,1,2,8,209,Yes,Stayed,"Moderate distance","1 Year","High Cashback Amount"
50632,0,5,Computer,1,35,"Credit Card",Female,3,3,"Mobile Phone",3,Single,10,0,12,5,7,7,140,No,Stayed,"Far distance","6 Months","Moderate Cashback Amount"
50633,0,7,Phone,3,6,"E wallet",Male,3,1,"Laptop & Accessory",2,Married,1,0,11,1,1,9,197,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50635,0,8.06359,Phone,2,30,CC,Male,2,3,"Mobile Phone",4,Single,2,0,16,0,1,4,122,No,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50636,0,26,Computer,3,8,"E wallet",Female,2,4,Fashion,4,Divorced,3,0,12,0,6,12,175,No,Stayed,"Very close distance","more than 2 years","Moderate Cashback Amount"
50637,1,0,Phone,1,21,UPI,Male,2,3,"Laptop & Accessory",3,Married,8,0,14,0,1,0,148,No,Churned,"Moderate distance","6 Months","Moderate Cashback Amount"
50638,1,8.06359,Computer,1,8,"Debit Card",Male,2,3,"Mobile Phone",5,Divorced,7,1,14,1,1,2,120,Yes,Churned,"Very close distance","1 Year","Moderate Cashback Amount"
50639,0,8.06359,Phone,3,16,"Debit Card",Female,2,3,"Mobile Phone",3,Divorced,2,1,19,0,1,0,122,Yes,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50640,0,1,Phone,3,16,"Credit Card",Male,3,3,"Mobile Phone",4,Divorced,2,0,22,1,1,0,111,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50641,0,11,Computer,1,9,UPI,Male,2.9475,3,"Mobile Phone",3,Divorced,4,0,16,2,2,2,128,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50643,0,10,Phone,1,9,UPI,Female,2,3,"Laptop & Accessory",4,Single,4,0,15,1,1,1,141,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50644,0,13,Phone,3,32,"E wallet",Male,3,3,"Laptop & Accessory",5,Divorced,2,0,14,5,7,5,184,No,Stayed,"Far distance","2 Years","Moderate Cashback Amount"
50645,0,8.06359,Computer,1,6,CC,Female,3,4,"Mobile Phone",3,Married,2,0,13,1,1,3,120,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50647,0,27,Phone,3,8,"Debit Card",Female,2,4,Fashion,3,Divorced,7,0,11,6,7,0,207,No,Stayed,"Very close distance","more than 2 years","High Cashback Amount"
50648,0,29,Computer,1,15,CC,Female,2.9475,3,"Mobile Phone",3,Divorced,3,0,19,0,1,3,129,No,Stayed,"Close distance","more than 2 years","Moderate Cashback Amount"
50649,0,9,Phone,1,18,"Credit Card",Female,2,4,Fashion,2,Single,1,0,11,5,7,8,189,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50653,1,8.06359,Phone,1,16,"Debit Card",Female,2,4,"Mobile Phone",5,Single,2,0,13,1,1,0,114,No,Churned,"Close distance","1 Year","Moderate Cashback Amount"
50654,0,19,Phone,1,14,"Debit Card",Female,3,4,"Laptop & Accessory",5,Married,9,1,23,1,1,7,146,Yes,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50656,1,0,Computer,1,30,"Cash on Delivery",Male,3,4,Fashion,5,Single,2,0,12,0,1,9,187,No,Churned,"Moderate distance","6 Months","Moderate Cashback Amount"
50657,0,0,Phone,1,6,"Credit Card",Male,2,4,"Mobile Phone",5,Divorced,2,0,16,0,1,3,140,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50658,0,3,Phone,1,26,UPI,Male,2,3,"Laptop & Accessory",5,Divorced,1,0,15,1,1,2,200,No,Stayed,"Moderate distance","6 Months","Moderate Cashback Amount"
50659,0,14,Phone,1,13,"Cash on Delivery",Female,2,1,"Mobile Phone",3,Divorced,2,0,13,1,1,8,134,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50660,0,11,Phone,1,23,"Debit Card",Female,3,4,Fashion,3,Divorced,1,0,18,0,1,9,188,No,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50661,0,13,Phone,1,26,"Cash on Delivery",Male,3,3,Fashion,2,Divorced,5,0,20,4,11,1,203,No,Stayed,"Moderate distance","2 Years","High Cashback Amount"
50662,0,0,Computer,1,14,"Debit Card",Male,2,5,"Mobile Phone",3,Divorced,2,0,19,1,1,2,146,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50664,0,1,Phone,1,16,UPI,Female,2,3,"Laptop & Accessory",3,Single,4,0,13,1,1,7,137,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50665,1,7,Phone,2,6,"Credit Card",Male,3,4,Fashion,5,Divorced,10,0,14,2,3,6,205,No,Churned,"Very close distance","1 Year","High Cashback Amount"
50666,0,6,Phone,1,11,"Debit Card",Male,2,4,Fashion,2,Married,5,0,15,0,1,2,171,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50667,1,0,Phone,3,10,"Cash on Delivery",Male,2,3,Fashion,5,Single,1,1,22,3,4,7,196,Yes,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50668,1,0,Computer,1,35,"Credit Card",Female,2,4,"Laptop & Accessory",3,Single,2,0,22,3,3,8,145,No,Churned,"Far distance","6 Months","Moderate Cashback Amount"
50669,0,8.06359,Phone,1,21,"Debit Card",Male,2,3,"Mobile Phone",3,Married,2,0,16,2,2,2,122,No,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50670,0,7,Computer,1,9,"Debit Card",Male,2,3,"Laptop & Accessory",2,Single,1,0,17,1,1,4,178,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50671,0,10,Phone,3,16,"Debit Card",Female,2,4,"Laptop & Accessory",2,Married,3,1,14,0,1,0,167,Yes,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50672,1,0,Phone,1,10,"Cash on Delivery",Male,2,3,"Mobile Phone",2,Divorced,2,1,15,5,5,6,137,Yes,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50674,1,8.06359,Phone,1,31,CC,Male,2,4,"Mobile Phone",4,Single,5,1,20,0,2,2,123,Yes,Churned,"Far distance","1 Year","Moderate Cashback Amount"
50677,1,13,Computer,3,6,UPI,Male,2,3,"Laptop & Accessory",3,Single,4,1,14,0,1,0,147,Yes,Churned,"Very close distance","2 Years","Moderate Cashback Amount"
50678,0,6,Computer,3,13,"Debit Card",Female,1,3,"Laptop & Accessory",4,Divorced,1,0,17,1,1,2,143,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50679,0,7,Computer,1,9,"Debit Card",Male,2.9475,4,"Mobile Phone",2,Divorced,4,0,17,1,1,0,130,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50681,0,18,Computer,3,15,"Debit Card",Female,3,4,"Laptop & Accessory",3,Divorced,2,0,13,0,4,12,156,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50682,0,25,Phone,1,13,"Debit Card",Male,2,3,Fashion,4,Single,8,0,19,3,4,0,204,No,Stayed,"Close distance","more than 2 years","High Cashback Amount"
50683,0,11,Phone,3,16,"E wallet",Male,3,4,Fashion,3,Married,1,1,14,2,2,7,187,Yes,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50685,0,1,Phone,1,9,"Credit Card",Female,3,3,Fashion,4,Married,1,0,17,0,1,7,177,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50687,0,11,Phone,3,8,"E wallet",Male,2,3,Fashion,4,Single,8,0,16,1,1,0,174,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50688,0,16,Computer,1,33,"Debit Card",Female,2,3,Fashion,5,Divorced,9,0,11,0,1,1,208,No,Stayed,"Far distance","2 Years","High Cashback Amount"
50691,0,8.06359,Phone,1,6,"Cash on Delivery",Female,3,4,"Mobile Phone",4,Single,2,1,11,0,2,2,121,Yes,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50692,0,12,Computer,1,15,"Debit Card",Male,3,3,"Laptop & Accessory",4,Single,21,0,15,1,1,3,168,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50693,0,9,Computer,1,24,"Debit Card",Male,3,3,"Laptop & Accessory",2,Single,3,0,20,1,1,9,178,No,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50694,0,4,Computer,3,26,"Debit Card",Male,2.9475,1,"Mobile Phone",2,Divorced,1,0,12,1,2,2,128,No,Stayed,"Moderate distance","6 Months","Moderate Cashback Amount"
50695,0,1,Phone,1,8,"Debit Card",Male,3,4,"Mobile Phone",4,Divorced,1,0,17,0,1,4,132,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50696,0,8,Computer,3,17,"E wallet",Male,2,3,"Laptop & Accessory",2,Married,2,0,11,0,1,2,150,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50698,0,7,Computer,1,8,"Debit Card",Male,3,3,"Laptop & Accessory",3,Single,3,0,11,1,1,2,140,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50699,0,2,Computer,1,16,"Debit Card",Female,3,3,"Mobile Phone",4,Married,1,0,14,1,1,1,133,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50700,0,15,Phone,1,35,"Credit Card",Male,2,5,"Laptop & Accessory",2,Single,5,0,19,1,1,0,143,No,Stayed,"Far distance","2 Years","Moderate Cashback Amount"
50701,0,2,Phone,1,14,"Credit Card",Male,3,4,"Laptop & Accessory",2,Divorced,2,1,13,0,1,2,151,Yes,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50702,0,11,Phone,2,6,UPI,Male,2.9475,1,"Mobile Phone",3,Divorced,2,0,13,1,5,0,128,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50703,0,4,Computer,1,12,"Debit Card",Male,2.9475,4,"Mobile Phone",3,Married,2,1,14,1,1,2,127,Yes,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50704,1,8.06359,Computer,1,14,CC,Male,3,3,"Mobile Phone",3,Single,2,0,12,0,1,0,119,No,Churned,"Close distance","1 Year","Moderate Cashback Amount"
50705,1,0,Phone,3,15,"E wallet",Female,3,3,"Laptop & Accessory",5,Single,1,1,17,0,1,3,182,Yes,Churned,"Close distance","6 Months","Moderate Cashback Amount"
50706,0,14,Phone,1,18,"Debit Card",Male,2,3,"Mobile Phone",2,Divorced,4,1,11,1,1,0,148,Yes,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50708,0,10,Phone,1,31,"Credit Card",Female,2,4,"Laptop & Accessory",2,Married,8,0,13,0,1,3,157,No,Stayed,"Far distance","1 Year","Moderate Cashback Amount"
50710,0,7,Phone,3,15,"Debit Card",Female,3,3,"Laptop & Accessory",3,Divorced,2,0,20,1,1,3,157,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50711,0,8,Phone,2,14,"Cash on Delivery",Male,3,3,"Mobile Phone",3,Single,2,0,17,0,1,4,143,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50712,1,0,Phone,3,29,"Debit Card",Female,2,4,Fashion,5,Divorced,2,0,13,0,3,10,173,No,Churned,"Moderate distance","6 Months","Moderate Cashback Amount"
50715,0,15,Phone,3,10,"E wallet",Male,2,3,"Laptop & Accessory",5,Single,8,0,13,1,1,5,152,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50716,0,8.06359,Phone,1,6,CC,Male,2,4,"Mobile Phone",3,Divorced,7,0,12,1,1,7,123,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50717,0,0,Phone,1,30,"Credit Card",Male,2,3,"Mobile Phone",4,Single,9,0,22,1,1,2,136,No,Stayed,"Moderate distance","6 Months","Moderate Cashback Amount"
50719,0,0,Phone,1,9,"Credit Card",Male,2,1,"Mobile Phone",2,Divorced,2,0,22,1,1,7,144,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50720,0,3,Phone,3,16,"E wallet",Male,3,4,"Laptop & Accessory",3,Divorced,2,0,18,1,1,4,166,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50721,0,13,Computer,1,32,"Credit Card",Female,3,4,"Laptop & Accessory",2,Divorced,4,1,13,1,1,0,144,Yes,Stayed,"Far distance","2 Years","Moderate Cashback Amount"
50722,0,8,Phone,1,8,"Debit Card",Male,2,4,Fashion,4,Married,3,0,18,6,6,4,203,No,Stayed,"Very close distance","1 Year","High Cashback Amount"
50723,0,7,Computer,1,6,"Credit Card",Male,3,4,"Laptop & Accessory",5,Single,1,0,20,1,4,9,153,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50725,1,6,Phone,3,15,"E wallet",Female,2,5,"Laptop & Accessory",3,Single,9,0,13,1,1,3,153,No,Churned,"Close distance","6 Months","Moderate Cashback Amount"
50726,0,5,Computer,3,8,"Debit Card",Female,2.9475,3,"Mobile Phone",5,Married,2,0,12,0,1,0,128,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50728,0,2,Phone,1,12,CC,Female,2.9475,3,"Mobile Phone",2,Divorced,2,0,13,0,1,8,131,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50730,0,18,Phone,1,13,"Credit Card",Female,2,3,"Mobile Phone",3,Divorced,5,1,19,1,1,2,145,Yes,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50731,0,10,Phone,1,6,"Debit Card",Female,2,4,"Laptop & Accessory",2,Divorced,2,0,13,3,3,11,165,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50732,0,0,Phone,1,9,"Debit Card",Male,2.9475,4,"Mobile Phone",3,Single,2,0,12,0,1,2,130,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50733,1,7,Phone,1,16,"Debit Card",Male,2.9475,3,"Mobile Phone",3,Single,2,1,11,1,1,2,129,Yes,Churned,"Close distance","1 Year","Moderate Cashback Amount"
50735,0,8.06359,Phone,1,21,"Debit Card",Female,3,5,"Mobile Phone",2,Divorced,1,1,18,1,1,3,122,Yes,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50736,1,0,Computer,1,9,"Debit Card",Male,2.9475,4,"Mobile Phone",2,Divorced,1,1,11,0,1,0,129,Yes,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50738,0,8.06359,Computer,1,23,"Debit Card",Male,3,5,"Mobile Phone",3,Single,3,0,13,1,1,0,123,No,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50739,0,6,Phone,2,8,UPI,Male,2,3,"Mobile Phone",3,Divorced,2,0,13,0,1,4,136,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50740,1,8.06359,Computer,1,11,"Debit Card",Male,3,4,"Mobile Phone",5,Married,7,0,17,1,1,0,121,No,Churned,"Close distance","1 Year","Moderate Cashback Amount"
50741,0,3,Phone,3,35,"Debit Card",Male,3,3,"Laptop & Accessory",5,Married,9,0,19,1,1,3,141,No,Stayed,"Far distance","6 Months","Moderate Cashback Amount"
50742,0,13,Computer,3,8,"Credit Card",Male,3,3,"Laptop & Accessory",4,Divorced,6,0,12,1,1,0,143,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50744,0,1,Phone,1,25,CC,Male,3,4,"Mobile Phone",5,Divorced,2,0,12,1,3,3,132,No,Stayed,"Moderate distance","6 Months","Moderate Cashback Amount"
50746,0,8,Phone,3,23,"Debit Card",Male,3,3,"Laptop & Accessory",5,Divorced,4,1,15,1,1,7,190,Yes,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50747,1,8.06359,Phone,1,23,"Debit Card",Female,3,3,"Mobile Phone",4,Divorced,2,0,13,0,1,0,122,No,Churned,"Moderate distance","1 Year","Moderate Cashback Amount"
50748,0,6,Computer,3,31,"Credit Card",Female,2,3,"Laptop & Accessory",3,Divorced,2,0,12,0,1,1,145,No,Stayed,"Far distance","6 Months","Moderate Cashback Amount"
50749,0,9,Phone,1,12,"Debit Card",Male,2.9475,5,"Mobile Phone",3,Married,2,0,14,0,1,7,127,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50750,0,3,Phone,1,13,"Debit Card",Male,2,3,"Laptop & Accessory",3,Married,2,0,13,8,8,9,135,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50751,0,17,Phone,1,35,UPI,Male,2,3,"Laptop & Accessory",2,Single,2,0,25,1,1,17,145,No,Stayed,"Far distance","2 Years","Moderate Cashback Amount"
50752,0,0,Phone,3,27,"E wallet",Male,2.9475,1,"Mobile Phone",2,Single,2,0,17,0,2,2,127,No,Stayed,"Moderate distance","6 Months","Moderate Cashback Amount"
50753,0,19,Phone,1,8,"Cash on Delivery",Male,2,3,"Laptop & Accessory",2,Married,3,0,11,1,1,4,174,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50754,0,15,Computer,2,8,"Credit Card",Male,3,1,"Laptop & Accessory",5,Divorced,8,0,16,0,1,3,163,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50755,0,30,Phone,3,13,"E wallet",Male,2,1,"Laptop & Accessory",2,Married,1,1,18,0,1,9,152,Yes,Stayed,"Close distance","more than 2 years","Moderate Cashback Amount"
50756,0,5,Computer,1,19,UPI,Female,2.9475,4,"Mobile Phone",4,Divorced,2,0,20,0,2,2,127,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50757,0,5,Computer,1,8,"Debit Card",Female,2,3,"Laptop & Accessory",3,Single,5,1,14,1,1,7,150,Yes,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50758,0,9,Phone,1,6,"Cash on Delivery",Female,3,5,Fashion,5,Married,3,1,21,5,7,7,203,Yes,Stayed,"Very close distance","1 Year","High Cashback Amount"
50759,0,6,Phone,1,15,CC,Male,2.9475,3,"Mobile Phone",2,Divorced,1,0,13,1,4,10,128,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50760,0,13,Phone,3,16,"Cash on Delivery",Female,2,4,"Laptop & Accessory",4,Married,8,0,12,1,1,3,169,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50761,0,0,Phone,3,16,"Debit Card",Male,2,3,"Laptop & Accessory",2,Single,1,0,14,0,1,1,150,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50762,0,3,Phone,1,6,"Credit Card",Male,3,3,"Mobile Phone",4,Divorced,1,1,21,1,5,7,136,Yes,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50764,0,8,Computer,3,14,"E wallet",Female,3,4,Fashion,2,Divorced,5,1,11,2,4,12,204,Yes,Stayed,"Close distance","1 Year","High Cashback Amount"
50765,0,8.06359,Phone,1,20,"Debit Card",Male,2,3,"Mobile Phone",5,Divorced,2,1,14,2,6,8,122,Yes,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50766,0,27,Computer,1,6,"Debit Card",Female,2,3,Fashion,3,Married,8,0,17,1,1,4,205,No,Stayed,"Very close distance","more than 2 years","High Cashback Amount"
50767,0,8.06359,Phone,1,8,"Debit Card",Female,3,1,"Mobile Phone",2,Divorced,2,0,13,6,7,7,120,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50768,1,8.06359,Computer,1,16,CC,Female,3,4,"Mobile Phone",4,Single,2,1,25,1,1,0,119,Yes,Churned,"Close distance","1 Year","Moderate Cashback Amount"
50769,0,2,Phone,1,6,"Debit Card",Female,3,3,"Mobile Phone",2,Married,2,0,15,0,1,2,138,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50771,0,4,Phone,1,17,"Credit Card",Male,3,3,"Laptop & Accessory",5,Divorced,2,1,12,0,1,1,168,Yes,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50772,0,4,Phone,1,30,"Credit Card",Female,3,4,"Laptop & Accessory",5,Single,2,0,19,0,1,8,168,No,Stayed,"Moderate distance","6 Months","Moderate Cashback Amount"
50773,0,30,Phone,3,9,"Debit Card",Female,2,4,"Laptop & Accessory",2,Single,6,0,17,0,1,5,152,No,Stayed,"Very close distance","more than 2 years","Moderate Cashback Amount"
50776,0,9,Computer,1,9,"Cash on Delivery",Male,2,3,"Mobile Phone",4,Divorced,2,0,12,1,1,7,137,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50779,0,2,Phone,1,13,"Debit Card",Male,2,3,"Laptop & Accessory",2,Married,2,1,11,0,1,0,166,Yes,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50784,0,6,Phone,3,16,"E wallet",Male,2,1,Fashion,3,Married,1,1,14,1,1,8,184,Yes,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50785,0,0,Phone,1,31,"Debit Card",Female,2.9475,1,"Mobile Phone",2,Single,2,1,12,1,1,1,130,Yes,Stayed,"Far distance","6 Months","Moderate Cashback Amount"
50786,0,8.06359,Phone,1,6,"Debit Card",Male,2,3,"Mobile Phone",3,Divorced,2,0,22,0,1,1,112,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50787,1,0,Computer,3,30,"Debit Card",Male,3,5,"Mobile Phone",2,Single,2,1,14,1,1,0,111,Yes,Churned,"Moderate distance","6 Months","Moderate Cashback Amount"
50788,0,0,Phone,1,10,"Debit Card",Male,2.9475,3,"Mobile Phone",2,Single,2,1,20,0,2,2,129,Yes,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50793,0,7,Phone,3,8,"E wallet",Female,2,3,"Laptop & Accessory",5,Single,1,1,12,1,1,2,145,Yes,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50795,0,30,Phone,1,24,"Credit Card",Male,3,3,Fashion,2,Single,7,0,12,1,5,4,205,No,Stayed,"Moderate distance","more than 2 years","High Cashback Amount"
50796,0,7,Computer,1,25,"Credit Card",Female,2,3,"Laptop & Accessory",4,Married,5,0,13,3,5,10,144,No,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50797,0,8.06359,Computer,1,6,CC,Male,2,3,"Mobile Phone",3,Single,1,1,11,0,1,2,122,Yes,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50799,0,7,Computer,2,17,"Debit Card",Male,2,4,"Laptop & Accessory",4,Divorced,5,0,11,0,1,8,145,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50800,0,8,Phone,1,12,"Debit Card",Male,3,3,"Mobile Phone",3,Divorced,1,1,14,1,2,2,135,Yes,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50802,0,16,Phone,3,10,"E wallet",Female,2,4,Fashion,2,Single,4,0,14,10,15,17,202,No,Stayed,"Very close distance","2 Years","High Cashback Amount"
50803,0,9,Phone,1,8,"Debit Card",Female,2,3,"Laptop & Accessory",4,Single,10,1,11,4,5,12,154,Yes,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50804,1,7,Phone,1,21,"Credit Card",Female,3,3,Fashion,2,Divorced,2,0,11,0,1,5,180,No,Churned,"Moderate distance","1 Year","Moderate Cashback Amount"
50805,0,1,Computer,1,8,"Debit Card",Male,2,4,"Mobile Phone",2,Divorced,2,1,12,2,2,2,139,Yes,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50806,0,24,Computer,1,12,CC,Female,2.9475,4,"Mobile Phone",3,Single,1,0,14,7,7,7,128,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50807,0,3,Computer,1,15,"Credit Card",Female,3,3,"Laptop & Accessory",3,Single,8,1,18,1,1,7,147,Yes,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50808,1,0,Phone,1,13,"Cash on Delivery",Female,2,3,"Mobile Phone",3,Married,4,1,13,1,7,7,133,Yes,Churned,"Close distance","6 Months","Moderate Cashback Amount"
50809,0,8.06359,Phone,1,6,"Cash on Delivery",Male,2,3,"Mobile Phone",5,Single,3,0,11,0,1,2,121,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50810,0,8.06359,Phone,1,6,CC,Female,2,3,"Mobile Phone",4,Single,2,0,18,1,2,1,121,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50811,0,5,Phone,3,14,"Credit Card",Male,2,1,"Laptop & Accessory",2,Divorced,2,0,15,0,1,8,162,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50815,1,0,Phone,1,13,"Debit Card",Male,3,3,"Laptop & Accessory",3,Divorced,2,0,18,1,1,1,149,No,Churned,"Close distance","6 Months","Moderate Cashback Amount"
50816,1,2,Phone,1,29,"Credit Card",Male,3,3,"Mobile Phone",5,Single,1,0,13,0,1,3,139,No,Churned,"Moderate distance","6 Months","Moderate Cashback Amount"
50817,0,3,Phone,1,12,"Cash on Delivery",Female,2,4,"Laptop & Accessory",2,Divorced,1,0,12,5,6,7,146,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
